timestamp,operator,region,province,city,enodeb_id,cell_id,rsrp_dbm,sinr_db,dl_throughput_mbps,ul_throughput_mbps,latency_ms,active_users,bandwidth_mhz
2024-01-12 04:37:00,Indosat,Sumatera,Lampung,Lampung,69326,2,-99.03519649821021,7.527141879191075,2.874113777179359,0.8652996709494356,55.53169258244145,192,10
2024-01-17 03:58:00,Smartfren,Kalimantan,South Kalimantan,Banjarmasin,17238,2,-102.71960171425685,12.73710654087547,7.925192551651944,4.611161950247082,53.1089629949468,157,15
2024-01-11 21:07:00,XL,Kalimantan,East Kalimantan,Balikpapan,97214,3,-92.41168011634583,19.314750169798046,21.81931228709728,11.215620760371383,22.062169445992502,19,20
2024-01-01 22:36:00,Telkomsel,Papua,Papua,Jayapura,42678,3,-98.41900088495773,12.758805827882323,7.229635097683938,4.11853475032492,38.84830568707995,82,15
2024-01-05 12:31:00,XL,Jawa,East Java,Semarang,62226,1,-106.94192574407855,12.06722400627152,6.564333413289345,3.4018345005250543,70.9923098136669,193,10
2024-01-15 21:19:00,Indosat,Jawa,Central Java,Bandung,21823,3,-102.76083774300781,15.941221336195115,12.910965079450294,5.767079241651578,50.90365837660498,106,15
2024-01-18 14:33:00,Indosat,Papua,Papua,Jayapura,40554,1,-99.96398111385504,6.436853506349829,3.9482450139630543,2.3230326054017927,36.8028703786176,61,15
2024-01-02 03:22:00,XL,Jawa,DKI Jakarta,Bandung,86159,1,-81.45828302093611,20.798748251127382,39.437893956040135,18.819206603431176,33.83598294733582,67,20
2024-01-17 04:40:00,Indosat,Jawa,Central Java,Semarang,34463,2,-80.49009388698386,11.059938225551328,9.254726897400682,5.368767018108291,64.1174005947422,173,15
2024-01-16 19:17:00,Telkomsel,Sumatera,Lampung,Lampung,45282,3,-102.15443469852049,18.326234984978086,16.29684776200512,8.739512114018273,51.6192445397067,152,20
2024-01-27 23:54:00,Smartfren,Sumatera,South Sumatra,Lampung,75132,1,-98.68391656493839,21.546873565116552,22.23212532112444,6.830702812948088,31.288244442233562,63,15
2024-01-10 16:39:00,Smartfren,Sumatera,South Sumatra,Palembang,51740,3,-95.56318058591974,14.327376092307485,9.943569740457525,5.055017713219114,58.18070748504695,161,15
2024-01-06 11:46:00,Indosat,Papua,Papua,Jayapura,70225,2,-104.10792017091136,16.163843242739045,9.617249561819811,3.4777730921390737,17.666632374025884,12,10
2024-01-03 02:24:00,Telkomsel,Sulawesi,South Sulawesi,Manado,95459,1,-90.18778744895955,27.732277705960136,14.022965562598637,4.733260766064841,66.35372908870444,177,10
2024-01-07 02:42:00,Indosat,Jawa,West Java,Surabaya,66843,2,-91.50356299923475,20.021597154705574,16.00317827337855,8.665212065024951,47.11111182399591,104,10
2024-01-10 21:00:00,Telkomsel,Kalimantan,South Kalimantan,Banjarmasin,17966,3,-89.70787667994813,12.978974290921975,5.667415147563242,3.085750222788111,54.28019866561508,115,10
2024-01-06 16:38:00,XL,Kalimantan,South Kalimantan,Balikpapan,44136,2,-87.667804502732,12.40456502168239,11.454645746495688,3.556922032021482,59.160543363898405,167,20
2024-01-10 06:45:00,XL,Sumatera,Lampung,Lampung,38276,1,-107.02928045147199,4.648630391106893,2.409094880111164,0.9930487621773579,69.66085962855404,169,15
2024-01-18 14:03:00,Smartfren,Jawa,East Java,Jakarta,36895,2,-98.39070528134651,27.352832389975802,35.8349609416113,14.565800171586751,27.087257830627557,51,15
2024-01-01 03:33:00,XL,Papua,Papua,Jayapura,42891,3,-88.86045125792238,17.581840207463223,6.900223162872495,3.2150803642750327,63.153589001629165,159,10
2024-01-15 00:45:00,Smartfren,Kalimantan,South Kalimantan,Balikpapan,44347,3,-106.14637105066494,20.826572529687702,12.580857092963807,6.563352644752626,69.37686153533174,180,15
2024-01-28 15:12:00,Smartfren,Sulawesi,North Sulawesi,Manado,40149,1,-93.95703064748432,4.753766754290821,1.4377760444996661,0.5447340189666946,57.53708777157329,127,10
2024-01-11 20:44:00,XL,Papua,Papua,Jayapura,84513,2,-94.62956603411338,30.0,13.883782499999999,7.257824680328016,56.364572950396045,143,15
2024-01-16 15:01:00,Indosat,Kalimantan,South Kalimantan,Banjarmasin,97726,1,-99.35192038689439,18.86994706415659,22.262003894537642,12.697831316721603,28.4600507845892,9,15
2024-01-16 09:12:00,Telkomsel,Sulawesi,North Sulawesi,Makassar,78666,3,-92.46557468695869,11.881046592942557,17.385701480282428,10.271449762681113,27.894499419038006,40,20
2024-01-13 22:27:00,Telkomsel,Jawa,West Java,Semarang,61994,2,-80.12400211470579,-3.0356844314210996,0.5,0.24408553365501118,65.97125810684526,165,10
2024-01-05 22:05:00,XL,Jawa,West Java,Surabaya,15386,3,-91.6850254866271,27.95048118863747,25.49187130983127,11.540430594675488,47.65803333723175,103,15
2024-01-04 23:37:00,Telkomsel,Kalimantan,East Kalimantan,Banjarmasin,60814,3,-103.78790798725444,8.361755111156477,8.329286923159396,4.560879686599658,61.29388183048651,147,20
2024-01-23 23:43:00,Telkomsel,Sumatera,North Sumatra,Palembang,91943,2,-92.76821051271703,9.22854274539443,8.479080640347664,4.373635886389705,71.08248362098281,196,20
2024-01-02 08:03:00,Indosat,Sulawesi,South Sulawesi,Makassar,94807,3,-84.27247543870169,16.881966599711674,8.00091729316999,3.935042259300563,60.08234286443693,147,10
2024-01-06 08:41:00,XL,Jawa,Central Java,Jakarta,47746,2,-90.83437121935158,14.598370356574646,18.096299180183824,9.322066043761753,44.08750950110086,96,15
2024-01-02 02:36:00,XL,Jawa,DKI Jakarta,Surabaya,28694,3,-95.53176610013425,4.216088870809106,3.0714991749414207,1.0683970413396984,62.058023811523846,180,20
2024-01-25 10:27:00,Indosat,Papua,Papua,Jayapura,97332,2,-84.22361913050355,7.400304315087154,4.819771601215285,1.6679643851006076,21.619001786396076,60,15
2024-01-15 15:43:00,Smartfren,Sulawesi,North Sulawesi,Manado,55961,2,-112.28534739005887,23.328538939393034,27.982509875010177,13.552595597880766,31.127660462869848,57,20
2024-01-25 19:36:00,Smartfren,Kalimantan,East Kalimantan,Balikpapan,64912,1,-87.13925516296528,6.251537325506765,2.3865154469267122,1.3781131767920982,53.28711916192484,136,15
2024-01-27 00:27:00,Telkomsel,Kalimantan,East Kalimantan,Banjarmasin,38258,2,-84.04855147788052,23.298491865204646,30.999289331934573,14.30507910843575,26.52821788103696,25,15
2024-01-26 10:04:00,XL,Sulawesi,South Sulawesi,Manado,50356,3,-86.70961651173225,20.889538134012675,14.372223148876884,4.674486330526902,34.081795809403715,59,10
2024-01-18 19:44:00,Smartfren,Sulawesi,North Sulawesi,Manado,46375,2,-89.3467450429803,20.545069607665877,14.11426998633384,5.114458188041888,18.907320121393724,21,15
2024-01-28 12:05:00,Smartfren,Sulawesi,North Sulawesi,Makassar,20210,2,-85.9991468112344,16.154705528270895,13.481295412763407,6.82085173555243,40.03575457609358,68,15
2024-01-19 23:18:00,Indosat,Sumatera,South Sumatra,Medan,34693,2,-97.8967229356522,8.891117153292816,5.306160208035468,2.772671099308844,46.19163792072458,92,10
2024-01-21 21:20:00,XL,Papua,Papua,Jayapura,45275,3,-99.95522829622394,14.32258059217408,5.103674010312219,1.862419630817814,39.77303875461605,78,10
2024-01-17 02:26:00,Smartfren,Papua,Papua,Jayapura,36045,1,-93.83012625416026,24.132962859910847,11.39902919692558,5.606056985323708,60.71403631350896,182,15
2024-01-27 11:22:00,Smartfren,Sumatera,South Sumatra,Palembang,38228,2,-94.03326745699404,9.588140587558843,7.375672651107196,3.4171504273492515,44.697982628205295,112,15
2024-01-09 10:36:00,XL,Sumatera,Lampung,Medan,13324,2,-98.21937650698659,6.509809383020702,2.628091417955314,0.9630407954726042,64.68029816639036,178,10
2024-01-27 19:37:00,Smartfren,Sulawesi,North Sulawesi,Makassar,57030,2,-87.46088181501217,14.943393219102022,4.626567368443445,1.699533553930529,61.37436613058575,133,10
2024-01-15 10:09:00,Smartfren,Papua,Papua,Jayapura,20426,1,-94.32777323996794,13.016484888659082,7.218000899049431,3.5372956396625517,61.07249217099541,192,20
2024-01-26 21:59:00,XL,Kalimantan,South Kalimantan,Banjarmasin,18403,2,-90.6753402552871,16.484097467934088,5.1499113803331396,2.7666058968266642,67.5427430391404,185,10
2024-01-13 13:32:00,Smartfren,Papua,Papua,Jayapura,41000,3,-96.8933989408697,10.445014764451459,3.843959595409192,1.5374407591997874,46.31028746976602,111,10
2024-01-13 08:34:00,Smartfren,Papua,Papua,Jayapura,63109,2,-91.74139567154722,16.335063664530434,7.834470669257496,3.8917752169009643,30.754311885936797,53,10
2024-01-23 09:50:00,XL,Sulawesi,South Sulawesi,Makassar,20690,3,-117.14917993111217,18.901087871869834,8.560295375302871,3.196542693991472,60.77043103324381,173,10
2024-01-30 22:13:00,Smartfren,Jawa,Central Java,Jakarta,66157,2,-90.40946082326433,19.236947688434103,9.822216086038846,3.9379078865020056,72.89611643926969,199,15
2024-01-17 16:15:00,Smartfren,Kalimantan,South Kalimantan,Balikpapan,80716,2,-96.58069623339664,19.714475568002566,13.487801697477154,5.805238910820195,39.81409150959552,24,10
2024-01-21 21:16:00,Smartfren,Papua,Papua,Jayapura,59118,2,-106.10416355415597,11.926153536647881,2.506080798781332,1.4501741917447333,56.8768795860456,171,10
2024-01-13 10:15:00,XL,Sulawesi,North Sulawesi,Makassar,73316,3,-91.5307229027392,5.8472169116778705,2.1288574780769496,0.7650215977661821,56.939328099871034,152,10
2024-01-09 06:28:00,Smartfren,Papua,Papua,Jayapura,20557,3,-97.26512574024395,13.8088754733193,8.183550703010276,2.571582514410017,67.32371867943725,180,20
2024-01-24 06:35:00,Smartfren,Jawa,East Java,Jakarta,23445,3,-94.47431429613674,4.539950643323781,2.811725362159425,1.2939966662486742,69.86588503800144,195,20
2024-01-19 03:41:00,Smartfren,Kalimantan,South Kalimantan,Banjarmasin,89255,2,-92.54918412811043,7.517769064551094,3.385565153781937,1.2374856481071725,63.49540276836816,198,15
2024-01-30 08:52:00,Telkomsel,Sulawesi,South Sulawesi,Manado,84950,3,-97.51694408743076,18.146043638668836,16.27596883357375,7.495383165126212,49.42535631994122,125,15
2024-01-02 15:01:00,Smartfren,Kalimantan,East Kalimantan,Balikpapan,90017,3,-103.10586408968607,26.126871750055123,22.79175098458645,9.906989923164948,38.062177677006105,89,15
2024-01-24 08:53:00,Indosat,Kalimantan,South Kalimantan,Balikpapan,92860,2,-98.9868288404576,11.945124525811849,12.128079359227549,4.120533577627117,49.652204970051386,129,20
2024-01-12 05:52:00,Indosat,Jawa,West Java,Semarang,13662,3,-104.91263190721094,11.96640561948642,8.37178072036859,4.473894522652404,42.84007011548907,120,10
2024-01-06 03:34:00,Smartfren,Kalimantan,East Kalimantan,Balikpapan,94243,2,-91.61979667135958,13.87770111540499,14.575720923769238,7.983211792166669,54.6083029092251,97,20
2024-01-22 09:51:00,XL,Sumatera,South Sumatra,Lampung,60886,1,-109.03251298151501,10.567510361681544,11.098674204160835,5.821201964932827,39.35783209365309,71,15
2024-01-06 10:39:00,XL,Papua,Papua,Jayapura,63759,3,-94.87406775341356,13.59303441246569,5.0273193729657475,2.328075248963037,55.5261504887425,164,10
2024-01-23 20:23:00,Indosat,Kalimantan,South Kalimantan,Balikpapan,93451,1,-93.9230694212633,17.41933082435441,8.937044145795817,4.114004794564917,23.003879065454694,32,10
2024-01-19 21:09:00,XL,Sumatera,North Sumatra,Lampung,41291,3,-101.11100031854669,6.390831479338672,5.08293629126943,1.6343019389404532,41.83042410540473,85,20
2024-01-28 18:34:00,XL,Papua,Papua,Jayapura,40498,1,-102.05870533341158,14.130478428046123,8.269498775379391,4.065104240527499,23.21701400923221,29,10
2024-01-09 09:57:00,Smartfren,Sulawesi,South Sulawesi,Manado,23533,2,-95.83935316632865,18.491923822294773,24.917235405009617,10.588951368645699,25.644468198679164,5,20
2024-01-29 16:28:00,XL,Kalimantan,East Kalimantan,Banjarmasin,95862,1,-91.59571640660062,22.089837004766505,20.71726772672162,11.606504866241224,46.29251747316791,109,15
2024-01-29 17:11:00,Telkomsel,Sulawesi,South Sulawesi,Manado,81081,1,-111.62234979199722,19.846136842972733,11.251766202783772,5.801462265755273,55.09211706844373,142,10
2024-01-28 07:25:00,Telkomsel,Papua,Papua,Jayapura,11149,2,-96.00550955897549,28.50063857707179,27.839583341178336,10.127304284247302,29.439741426378227,52,15
2024-01-08 13:09:00,Indosat,Sumatera,Lampung,Palembang,34159,3,-99.79913462076475,15.119388520728679,11.02028635741209,3.509975415391111,27.27027085916403,64,10
2024-01-01 23:11:00,Smartfren,Sumatera,North Sumatra,Medan,88547,1,-88.84426594561998,17.379573365724944,7.855117096544015,2.821320295918215,66.48572538485551,173,10
2024-01-05 12:07:00,Smartfren,Papua,Papua,Jayapura,31397,3,-99.44144123301241,4.50450906199465,0.8086433633915225,0.24406896659024507,59.78191699405779,195,10
2024-01-20 22:57:00,Indosat,Sumatera,Lampung,Lampung,28723,1,-106.97319726946836,8.991588771535767,2.5694088735393943,1.5392640277729799,72.75414031261396,190,10
2024-01-03 18:51:00,Indosat,Sulawesi,South Sulawesi,Manado,82550,1,-94.71292252494926,2.708401841645893,0.5,0.2010943426418308,69.29333054020812,180,10
2024-01-28 00:56:00,Smartfren,Kalimantan,South Kalimantan,Balikpapan,33617,1,-93.824486855992,12.438159631164735,7.260653362442801,2.5896159038695874,58.74181394452376,171,15
2024-01-30 01:00:00,XL,Kalimantan,East Kalimantan,Banjarmasin,87398,1,-94.41338014556615,11.07749780138801,10.765685455001144,4.99923713913127,66.4108049069954,149,20
2024-01-09 12:58:00,Telkomsel,Sumatera,North Sumatra,Palembang,55389,2,-83.11469906287608,5.077059734078166,3.9986391244345754,2.039938065857463,60.448735167888636,174,20
2024-01-27 03:09:00,Telkomsel,Jawa,Central Java,Semarang,42750,3,-103.2816557819776,6.767179333081046,3.7334164947024204,1.4217093296296606,57.89858759297717,173,10
2024-01-27 09:26:00,Telkomsel,Papua,Papua,Jayapura,96771,3,-91.10011252306111,20.28912028818346,10.710794682771041,5.0062941746120755,41.91329452087935,109,10
2024-01-04 19:59:00,Indosat,Sulawesi,South Sulawesi,Makassar,72664,3,-97.05184404099299,30.0,14.9107,6.5134276145393475,28.20695174882625,42,10
2024-01-21 20:13:00,Telkomsel,Papua,Papua,Jayapura,32342,2,-99.53047231582383,11.787145455955566,6.535341910350688,2.6866723181057943,46.385842521417786,84,15
2024-01-07 08:57:00,Smartfren,Papua,Papua,Jayapura,74206,1,-85.54174615958328,28.709388550047983,14.597348577314971,6.485604015053111,32.14032402366955,53,10
2024-01-10 05:57:00,Telkomsel,Sumatera,North Sumatra,Medan,41325,2,-97.83306159330965,5.91320549241831,3.797032204362142,1.4204363813823428,63.68888444848626,175,15
2024-01-27 15:28:00,Indosat,Kalimantan,East Kalimantan,Banjarmasin,94555,3,-101.07528654540661,8.344023814181021,10.648443972102845,3.235798309247785,27.45540942313901,27,20
2024-01-13 11:56:00,Smartfren,Sumatera,South Sumatra,Palembang,96323,2,-103.05163435305091,11.489002184773907,9.522213692420616,3.5969882617342464,63.755605144407,177,20
2024-01-09 00:11:00,XL,Sulawesi,South Sulawesi,Manado,21020,3,-94.97981670376602,21.73841140998235,10.525877979587026,4.136471076858581,62.960916457554596,161,10
2024-01-09 04:46:00,XL,Papua,Papua,Jayapura,35735,2,-103.41778876089468,22.108444719314768,12.52580157122016,6.510736934293826,25.29916028610844,61,10
2024-01-13 19:24:00,Indosat,Jawa,DKI Jakarta,Jakarta,92358,2,-103.49204519936613,27.029425792817626,17.18770669192786,8.46752799958487,67.91971797126813,182,15
2024-01-17 08:02:00,Smartfren,Kalimantan,South Kalimantan,Balikpapan,10046,3,-90.80271197960181,1.367922928049122,0.5,0.24421080982762333,50.34894119197445,112,20
2024-01-17 01:05:00,Indosat,Papua,Papua,Jayapura,20935,3,-108.0553147240565,16.385617526207156,18.830773341805166,11.13888328308854,36.47497648322804,26,20
2024-01-06 00:08:00,XL,Sulawesi,North Sulawesi,Manado,39057,1,-88.56144631095955,6.286018387988985,5.068484619946224,2.0502634429515747,50.00568452548495,135,20
2024-01-06 01:09:00,Telkomsel,Sulawesi,South Sulawesi,Manado,57131,1,-91.27300399873184,20.203449171526163,23.754818539497712,7.38228065853034,38.24809761813565,44,15
2024-01-09 01:49:00,Indosat,Kalimantan,East Kalimantan,Balikpapan,98981,3,-101.59752832773951,16.729432547565487,16.156346325610894,6.995315456725658,39.25921793367178,75,15
2024-01-08 10:54:00,XL,Papua,Papua,Jayapura,92589,2,-83.66482288433782,13.660753645291292,4.90669937451801,1.8175409323197755,61.49675663823501,171,10
2024-01-01 13:57:00,Telkomsel,Kalimantan,South Kalimantan,Balikpapan,23175,1,-93.22730622750979,12.407818764057893,16.05041770699188,6.988019302747548,56.7320019621529,102,20
2024-01-09 18:22:00,XL,Sulawesi,North Sulawesi,Manado,48478,3,-100.02561739103851,30.0,26.8954875,9.780438446057182,53.23367715891764,113,15
2024-01-10 12:36:00,Indosat,Kalimantan,South Kalimantan,Banjarmasin,16719,3,-85.29269666191945,10.343184795160841,6.9457013419714,4.097852018543194,32.797997766344885,30,10
2024-01-18 06:42:00,Telkomsel,Sulawesi,South Sulawesi,Manado,56910,2,-100.66447074642444,22.648709045063846,15.81929863550224,6.931190831776163,72.76216085826147,191,15
2024-01-14 07:49:00,Telkomsel,Papua,Papua,Jayapura,15033,1,-87.54625452135659,23.523935472808844,21.918361590348063,8.619835058243416,62.3851664712734,147,20
2024-01-11 02:40:00,XL,Jawa,Central Java,Bandung,41389,2,-98.1395819819781,13.538012448844254,15.119411512965511,6.481513598005785,66.72484458879288,192,20
2024-01-13 00:57:00,XL,Sumatera,Lampung,Lampung,96382,2,-96.53646850910864,16.352508583465998,14.523841654681124,8.58772502922978,54.770866922618836,143,15
2024-01-30 21:43:00,Telkomsel,Sumatera,Lampung,Medan,46148,2,-107.73570773416355,10.369098527741933,5.53286334355599,3.095929136339134,66.98653840074705,181,15
2024-01-11 12:40:00,Telkomsel,Kalimantan,South Kalimantan,Banjarmasin,49797,3,-100.35599466453637,18.550066408809194,23.809753039033346,9.711403296811591,53.04277780920567,122,20
2024-01-18 05:39:00,Smartfren,Sumatera,North Sumatra,Lampung,86396,1,-105.72377720648942,13.889385511256563,10.37943355132698,3.6260077971151126,25.38154158696135,12,10
2024-01-29 19:56:00,Telkomsel,Sulawesi,South Sulawesi,Makassar,71732,3,-97.23649404418474,19.528419223330474,11.648998504023915,6.746261559647111,65.67352961836096,141,15
2024-01-25 09:17:00,Indosat,Sumatera,Lampung,Medan,75055,1,-101.93074397344469,20.96008729764069,17.63288118680584,9.15789463207463,27.433714854846748,28,10
2024-01-09 17:56:00,XL,Papua,Papua,Jayapura,14529,1,-107.31089357980906,16.08465759526914,7.802988336889072,4.445077576196439,71.98188130584931,199,15
2024-01-19 04:03:00,Smartfren,Sulawesi,South Sulawesi,Manado,87289,1,-91.34501081409549,18.999622652282042,6.9900323393352215,2.319147505867051,59.992403441710195,185,10
2024-01-26 14:12:00,Smartfren,Sumatera,South Sumatra,Lampung,10804,1,-90.33860066151819,8.91847137591593,3.7515411035904136,2.071745914028611,55.45397940334962,159,10
2024-01-09 20:52:00,Indosat,Sumatera,North Sumatra,Medan,42414,2,-100.29144732530696,11.600612461498116,10.75268595687789,6.321176956984283,37.346597236792064,80,20
2024-01-21 10:21:00,Indosat,Sumatera,South Sumatra,Medan,85545,2,-86.32366645936766,29.4263535949266,19.335579284423254,10.972213936908984,51.795969889347894,118,10
2024-01-15 23:26:00,XL,Kalimantan,South Kalimantan,Balikpapan,42117,3,-79.74526291870858,6.498844395405065,4.697805788791855,2.11933516897244,69.28409301692689,179,20
2024-01-30 18:55:00,XL,Jawa,East Java,Semarang,19677,2,-99.07069441177745,24.45833090658999,34.38145878489861,16.312372540420302,59.82180719654604,157,20
2024-01-30 06:29:00,Indosat,Sulawesi,South Sulawesi,Manado,38056,2,-109.23719578664439,20.972163859561817,14.433073656161651,6.435100423932338,33.7881561148083,42,10
2024-01-15 22:33:00,Smartfren,Sulawesi,North Sulawesi,Manado,28689,3,-88.37730207449981,8.773018267132663,3.282390910254834,1.5390049107161055,31.869365914950375,38,10
2024-01-01 21:52:00,Telkomsel,Sulawesi,South Sulawesi,Manado,53688,1,-101.76569600402847,17.059851588461505,7.883098138794658,4.654931219017549,48.23480799140919,94,10
2024-01-11 17:56:00,Telkomsel,Kalimantan,South Kalimantan,Banjarmasin,62228,1,-98.42735057284943,8.061626074462964,6.987425801848285,3.3084598155927494,46.52490086147966,103,15
2024-01-25 04:19:00,Smartfren,Papua,Papua,Jayapura,39319,2,-96.45841944549561,23.2128853217082,20.781203105411436,9.40149772222094,34.56292422872782,89,20
2024-01-08 00:53:00,Smartfren,Sumatera,Lampung,Medan,32586,3,-87.527900197225,19.589037549544933,14.90011343415825,4.779597733928041,58.42286066892454,149,15
2024-01-25 03:28:00,XL,Sumatera,North Sumatra,Lampung,11952,1,-95.7776632676779,-1.4224422786251338,0.5,0.23575575249722186,25.558753459601483,45,20
2024-01-07 05:07:00,Indosat,Sumatera,South Sumatra,Lampung,78098,3,-86.24090817310947,15.931162524798149,18.319478720109565,7.749767932693978,60.479109887794735,137,20
2024-01-21 18:53:00,Telkomsel,Kalimantan,East Kalimantan,Banjarmasin,91178,2,-90.35612782130333,24.424295897365262,20.772185897126878,8.512704197762407,23.969100214271847,42,10
2024-01-09 09:58:00,XL,Jawa,DKI Jakarta,Jakarta,59184,1,-93.25169749111281,25.61784201790494,32.808725239172645,11.367542097516903,40.89602663530085,106,15
2024-01-14 02:26:00,Smartfren,Kalimantan,South Kalimantan,Banjarmasin,22955,2,-95.55702375628199,13.248620228422862,8.97471164924718,3.4340613578788326,20.31881016252166,6,10
2024-01-27 15:57:00,Smartfren,Sulawesi,North Sulawesi,Makassar,30351,3,-100.71485598817418,25.86571970978286,14.834036407111908,5.4186375939044655,32.62274986201742,75,10
2024-01-07 07:27:00,Indosat,Sulawesi,South Sulawesi,Makassar,34141,2,-106.94324525654116,16.216066553270252,6.494965406525346,2.358039610739258,56.88217340698109,185,10
2024-01-23 16:02:00,Smartfren,Papua,Papua,Jayapura,84579,3,-83.03403025551168,14.507807215341701,10.46059186937065,5.205857238763128,29.148420813575974,46,15
2024-01-06 20:56:00,Indosat,Jawa,East Java,Jakarta,83967,3,-96.76182424567065,22.373043596461734,19.89427707194488,8.795169280145924,47.756690759974845,90,15
2024-01-19 19:23:00,XL,Kalimantan,South Kalimantan,Banjarmasin,51937,3,-94.01918142876643,24.853356961911093,10.771215636591736,5.558488167090416,52.09194207980648,115,10
